Species	Protein ID	Family	Genome/EST	Category
Oryza sativa subsp. japonica	LOC_Os10g38880.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05770.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05780.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06150.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06160.1	OFP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g01960.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g10580.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g34610.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g34610.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g61900.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g69920.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g69920.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g72330.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g01990.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g05470.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g05470.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07930.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g28580.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g28660.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g28680.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35180.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g39360.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42060.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43170.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43170.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g50480.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g53360.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g55560.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57530.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57530.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g57530.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g58350.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g04620.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g04620.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g04620.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g04620.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g16090.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g16090.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g17570.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g17570.5	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g17570.6	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22770.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42820.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42820.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42820.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g42820.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g50860.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53100.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g08740.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g08740.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g13480.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g28040.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g28120.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g28160.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g36070.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g41560.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g41560.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g44280.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45690.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g57720.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g01020.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g11510.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g38990.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50930.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51690.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51690.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g05890.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g08400.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g08400.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g08450.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g10570.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g44410.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45040.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g48610.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49880.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49880.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g15540.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g15770.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g26720.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g26720.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g37140.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06630.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g08120.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g08120.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g08120.3	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g25200.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g26990.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g28900.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g28950.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g35880.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g21810.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g30880.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g30880.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g30890.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g32900.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g39540.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41100.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g01074.4	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g04720.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g04720.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g05930.5	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g35030.2	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g01080.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g04500.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g10660.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g16160.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g40490.1	Orphans	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g06370.1	PBF-2-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g05350.1	PBF-2-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g33350.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g33370.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07650.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g09070.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g10000.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g44260.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g46610.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g12440.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g50120.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g41930.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g41930.2	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g41930.3	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g41930.4	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g41930.5	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45540.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g44620.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g02790.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42410.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42410.2	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g42410.3	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g24130.1	PLATZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g13540.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14420.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g37100.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51090.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g03900.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g41850.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g47640.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12360.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g27190.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g37710.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g37710.2	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g16290.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g16290.2	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g12970.1	RWP-RK	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g33420.1	S1Fa-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g33440.2	S1Fa-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18850.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18850.2	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18850.3	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18850.4	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g69830.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g04680.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g04680.2	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07780.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g07780.2	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08070.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g61760.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g46580.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g56170.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g33810.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g44860.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g45310.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.2	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.3	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.4	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.5	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49010.6	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g32170.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g39890.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g40260.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g41940.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g31438.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g32944.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g30370.1	SBP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g16430.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g16430.2	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g50930.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51150.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g51150.3	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g06630.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g14450.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g26160.1	Sigma70-like	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g72490.1	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g72490.2	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g32070.1	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49830.1	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43410.1	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g36160.1	SRS	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14370.1	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14370.2	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66890.1	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g66890.2	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49130.1	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g49130.2	TAZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g11550.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55750.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55750.2	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55750.3	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g69980.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g42380.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51280.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g51310.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g49880.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g57190.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g11830.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g44440.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g43760.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os06g12230.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g04510.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g05720.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33530.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g43160.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g24480.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g34950.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g07460.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g02090.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g07480.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g42190.1	TCP	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g49970.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08310.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08320.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g08330.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g27900.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g28940.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g28940.2	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g32480.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55920.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g55920.2	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g05830.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g42370.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g42370.2	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g42370.3	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33160.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g33160.2	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g23650.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g23660.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g23660.2	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g26780.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g25230.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g25250.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g25290.1	Tify	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48320.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52090.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g52090.2	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g70230.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g01380.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g33610.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35690.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g35690.2	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43300.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g02240.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g18330.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g18340.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g36790.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g40930.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45750.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g45750.2	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g51320.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g03740.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48690.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48690.2	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g37810.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os09g38570.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g37240.2	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g37240.3	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g37240.4	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os10g41460.1	Trihelix	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g48370.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55430.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g55430.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64700.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g64700.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08310.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47640.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22800.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22800.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g22800.3	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g59130.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g36190.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g43850.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g48670.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os07g47110.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.3	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.4	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.5	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.6	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os08g01290.7	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06420.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os11g06420.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06630.1	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os12g06630.2	TUB	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g57240.1	ULT	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g42290.1	ULT	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54930.1	VOZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os05g43950.1	VOZ	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g08710.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g08710.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09080.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g09100.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g14440.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g18584.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g40260.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g40430.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43550.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43550.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43650.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g43650.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g46800.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g47560.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g51690.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g53040.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g53260.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g54600.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60490.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60520.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60540.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60600.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g60640.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g61080.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g62510.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g62514.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os01g74140.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08440.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08440.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08440.3	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g08440.4	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g16540.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g26430.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g43560.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g47060.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os02g53100.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g20550.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g20550.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g21710.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g33012.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g45450.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g53050.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55080.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55164.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g55164.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g58420.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g58420.2	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os03g63810.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g04300.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g21950.1	WRKY	Genome	TF
Oryza sativa subsp. japonica	LOC_Os04g39570.1	WRKY	Genome	TF
